,Strain,Type,Percent Indica,Percent Sativa,THC Percent,Description 1,Description 2,Generated Description,Flavor,Effects,Rating,labs,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
643,gravity-og,hybrid,0.9,0.1,0.27,"Gravity OG is indica dominant hybrid strain and it has a 90:10 indica/sativa ratio. Little is known about the strain and its heritage but one thing is for certain: it is not for the faint of heart. With an amazing 27% THC content it produces lush green buds with red hairs seeping through the surface. The nuggets are tight and dense and have relatively good trichome coverage. The taste and smell are what truly sets this strain apart from the rest of the crowd. It has a musky citrus scent with a nutty, rotten grapefruit flavor which is mouthwatering to say the least. One of the best things about this strain is that it offers a sensational high. Considering its body numbing effects, it will put you to sleep in no time. The effects tend to last longer and will keep you medicated for long. You may even feel euphoric and happy which is why it is often recommended to patients suffering from stress, depression and anxiety. The body buzz is great and can help you accomplish some of your daily tasks to a certain extent but that depends on how much of the strain you have already consumed. On the other hand, it does have other applications and can also be used to treat individuals suffering from mood disorders, anorexia and muscle spasms.",,,Earthy Citrus Sweet Diesel Lemon Pine,Body High Relaxing Sleepy Body High Relaxing Sleepy,,gravity,,,,,,,,0.08,,,,,2.835,,0.0,,0.025,0.635,,0.41,0.41,,0.0,0.16,,,5.5425,0.5449999999999999,0.15,,,0.18,7.2675,0.4350000000000001,,,0.20666666666666667,0.105,0.095,,4.0,0.0,0.0
644,dutchs-blue-dream,hybrid,0.5,0.5,0.185,"Dutch's Blue Dream is a delicious marijuana strain that has a mossy and leafy appearance. Its color is a mixture of pale yellow and fresh green. The plant is covered with trichomes and has orange hairs all over it. It is a 70 percent to 90 percent Sativa dominant strain that also produces the prominent Sativa high. Its THC level ranges from 16 percent to 18 percent. It has three main flavors that are all very tasty and pleasant. These include cream, earthy and berry flavors. The aroma of Dutch's Blue Dream is amazing too and is a combination of pungent berry and sweet and earthy odors. This strain is mainly used for treating anxiety, depression and stress. Therefore, it is perfect for patients of these conditions and provides them relief from the immense stress they are experiencing. It has a calming effect on their nerves and soothes down their tension and anxiety. In addition to that, it is also used for managing different kinds of pain and provides you with comfort from various sorts of chronic pains. Dutch's Blue Dream mainly has positive effects on your body. It produces quite the buzz, which has a very calming effect on your system. It has a very strong and immediate effect on your body that lasts for quite a while.",,,Earthy Berry Sweet,Body High Relaxing Body High Relaxing,,dutchs-blue-dream,,,,,,,,0.0,,,,,0.0,,0.0,,0.08,0.12,,0.25,0.05,,0.0,0.0,,,19.205,0.485,0.13,,,0.09,0.055,0.15,,,0.18,,,,2.0,0.0,0.0
645,girl-scout-cookies-fox-cut,hybrid,0.6,0.4,0.24,"Being an indica dominant hybrid, the strain has a 60:40 indica/sativa ratio. Not only does it have an impressive 24% THC content but it has plenty to offer apart from an amazing high. The strain is a cross between F1 Durban and OG Kush. Girl Scout Cookies look exceptionally frosty and are quite hard. The buds are dark green in color with hues of blues, black and purples all coming through at the same time. It has a rich aroma that is more or less the same as OG Kush but without the lemon scent. The taste is unlike anything other strain you have medicated with before, it is not only unique but it is minty with chocolate undertones. That being said, you need to keep in mind that this strain is not to be reckoned with. Additionally, it is not recommended to individuals who have started smoking cannabis for the first time. Its effects are incredibly narcotic and you will be baked in no time that is for certain. The high is mostly cerebral and is perfect for those wish to enhance their concentration or focus. But consuming too much of the strain can knock you out for good if you are not careful. On the other hand, the strain is equally effective at treating medical conditions like insomnia, muscle spasms, anorexia and stress.",,,Vanilla Pungent Sweet Nutty,Creative Euphoria Happy Relaxing Creative Euphoria Happy Relaxing,,girl-scout-cookies-f-cut,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.35,0.05,0.0,0.81,0.34,0.0,0.0,0.37,0.0,0.0,,18.2,,,0.02,0.04,,0.01,,,,0.22,0.05,12.0,0.0,1.0,0.0
646,purple-dogshit,hybrid,0.85,0.15,0.15,"Don't let the name fool you; Purple Dogshit is actually a very useful medical strain that can help with anxiety, stress, and depression. Very little is known about this rarity, including its exact genetic balance. But it is known to be an indica-dominant hybrid descended from Dogshit and Purple Urkle. THC levels top out at about 19%, while CBD levels are negligible. Purple Dogshit owes its appearance and its flavor to its Purple heritage. This strain tastes of grape and has a dark purple appearance with flecks of brown, green, and gold. It smells similar to its stinky Dogshit parent, but not nearly so powerful. The high is immediate, with a soothing body buzz. It lasts for up to an hour and a half and provides deep relaxation and stress relief. Along with some mental health disorders, Purple Dogshit is a highly effective treatment for pain and can help insomniacs sleep. Negative effects aren't well-documented, tough dry mouth and red eyes are common with almost all marijuana strains. This strain is available on the medical market in Washington State but is rare elsewhere.",,,Floral Grape,Body High Relaxing Sleepy Body High Relaxing Sleepy,,purple-dogshit,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44,0.57,,,,0.03,,,,,,,,,1.0,0.0,0.0
647,ogre-kush,hybrid,0.5,0.5,0.24,"Ogre Kush is an indica-dominant strain with a 70/30 ratio and a cross between Master Kush and Bubba Kush. The average THC level observed in Ogre Kush is 13% and CBD level of 0.36%. This strain creates body buzz, feelings of euphoria and drowsiness. Yet, it is a substantial form of calming agent. In terms of flavor, it is a mixture of citrus, earthy and lemon hints. Likewise, it has a mixed and arousing aroma of the same three components. If you are experiencing any one or more of the symptoms such as anxiety, depression, lack of appetite, migraines, pain, seizures, sleeplessness or stress, then this is the perfect strain for you. Ogre Kush must be used during later parts of the day or once you do not have any more tasks. This is because its sleep-inducing and appetite-boosting properties may act as hurdles when you are working. Some of the most prevalent side effects of using this strain are no different from others. You may experience dryness of mouth and eyes, dizziness, paranoia and headaches. Generally, this strain has nine weeks of flowering time and produces high yield at the end of the day.",,,Earthy Sweet Spicy Herbal Pungent,Euphoria Happy Relaxing Euphoria Happy Relaxing,,ogre-kush,,,,,,,,0.305,,,,,1.4662499999999998,,0.0,,0.66375,0.06125,,0.65375,1.045,,0.0,0.0,,,16.63684210526316,1.111578947368421,0.37,,,0.1285714285714286,1.32,0.17200000000000004,,,0.2107692307692308,0.13142857142857142,0.06625,,19.0,0.0,0.0
648,ccsa-private-reserve-og-1,hybrid,0.5,0.5,,"This is the God of pain relief in an Indica dominant medical smoke. Packing your lungs with this will light them up like the fourth of July, but if you can handle it, you will find heaven. This is one strain which is definitely not for the amateur. With an extremely high THC content, it has a pine mixed with wintergreen aroma that is as utterly pleasing as the taste of molasses. Even though no one would call it smooth, its extreme potency makes it a much wanted commodity in the medical marijuana community. Along with being used as a pain reliever, it is also used to relieve stress. Toking on this will make you feel like a desert has invaded your mouth and it will give you a severely debilitating couchlock, but the feeling of peace and tranquility is amazing. The appearance of the nugs are somewhere along the lines of crystallized honey rocks, bearing the color gold. Keep this strain for your after work stash!",,,Earthy Pine Sweet Woody,Happy Relaxing Uplifting Happy Relaxing Uplifting,,private-reserve-og,,,,,,0.0,0.004,0.0,0.0,0.019,0.0,0.0,0.134,0.0,0.0,0.06,0.18100000000000002,0.035,0.0,0.5920000000000001,0.473,,0.071,0.4320000000000001,0.0,0.0,,1.53,0.0,17.57,0.02,0.0,0.04,0.0,0.0,0.0,0.6,0.08,0.0,,0.0,0.0,1.0
649,white-widow-max,hybrid,0.6,0.4,0.195,"White Widow max is a slightly indica dominant hybrid (60% indica/40% sativa) strain that is the celebrity child of two infamous cannabis strains,",,,Earthy Peppery Floral Spicy Fruity Pungent,Body High Euphoria Happy Sleepy Body High Euphoria Happy Sleepy,,white-widow-max,,,,,,,,0.42,,,,,2.2,,0.0,,0.41,0.0,,0.75,1.93,,0.0,0.0,,,15.95,0.4,0.1,,,0.16,0.1,0.11,,,0.44,,0.07,,2.0,0.0,0.0
650,lsd-og,hybrid,0.5,0.5,0.24,"With strong psychoactive effects and THC levels topping 24%, LSD OG earns its place alongside the real thing. This is a potent indica-dominant hybrid, though the exact ratio of sativa to indica is hard to come by. The indica genes produce deep-body relaxation and stress relief, together with creative, giggly cerebral effects and even occasional psychedelic effects. LSD OG is best used as treatment for depression, chronic pain, and stress. CBD levels may be higher than average, though it's hard to know for sure. But they likely aren't high enough to recommend this as a front-line treatment for seizures. This strain smells and tastes like lemons, with an additional menthol flavor. Side effects aren't widely reported, probably because this strain isn't sold in many places, but dry mouth and dry eyes are likely the most common. LSD OG is very popular among those who have tried it, but they're few in number. Look for it on the West Coast and possibly in Colorado, but don't expect to find it on the American black market anytime soon. If you do, make sure to try it.",,,Lemon Menthol,Creative Giggly Creative Giggly,,lsd-x-og,,,,,,,,0.0,,,,,0.0,,0.0,,2.62,0.02,,0.0,0.77,,0.0,0.0,,,8.79,0.1,,,,,0.02,0.03,,,0.21,,,,1.0,0.0,0.0
651,fruit-punch-kush,hybrid,0.5,0.5,0.185,"This indica-dominant medical marijuana strain has gained reputation for providing the users with the fruity punch in its taste. As the name of the strain suggests, the smell is also fruity, pungent and syrupy in nature. The ancestry of this strain is unknown. The THC levels are found to be up to 20.4%. The nugs of this strain are tightly packed and will be covered with small green colored hairs. There are also pistils that are light orange colored. When we grind this strain, the hashy notes will be released. The buzz that is produced by this strain will be calming and relaxing. This will be good for the patients who are undertaking chemotherapy for getting relieved from pain. Other symptoms that could be relieved by this strain are depression and nausea. In addition, this strain can be helpful in treating diabetes.",,,Sweet Dank Hash Fruity Pungent,Euphoria Happy Relaxing Uplifting Euphoria Happy Relaxing Uplifting,,fruit-punch,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.04,0.165,0.025,0.0,0.285,0.32,0.0,0.04,0.245,0.02,0.0,22.65,0.485,0.01,23.51,0.01,0.01,0.22,0.07500000000000001,,,1.745,0.205,0.01,11.53,1.0,1.0,0.0
652,grape-grand-daddy-purple,hybrid,0.5,0.5,,"This Indica hybrid is a trippy head buzzer; a vibrant strain with a marble-maze patterns of orange, purple, green, amber and yellow. Grape Grand Daddy is grade A psychoactive nugget with stunning potency, effectively tying you to the couch. With dreamy buzz and droopy eyes, you fly high above the skies, with all the pain and stress leaving your body right after the first hit. This sweet grapefruit candy has an intoxicating and fruity smell which leaves you blowing out the stress in smooth skunky exhales and cherishing the leftovers of grapefruit on your taste buds. Ideal for novice growers, it can be grown indoor in soil, air or water with a flowering cycle of 8-9 weeks. Great for doing away with social strain, eating disorders and sleep problems, its heavy and warm indica buzz provides you a cooler version of grape wine, triggering appetite or letting you fade away into blissful sleep. It is a fast vaporizer and diffuses easily in the air; a good package for workplace. The trickledown effect of this purple candy sweetly takes you to the world of dreams making it a perfect shot for the nights.",,,Sweet Floral Grape Hash Pine,Euphoria Happy Relaxing Euphoria Happy Relaxing,,grand-daddy-grape,,,,,,,,0.38,,,,,2.21,,0.04,,0.47,1.02,,0.46,1.14,,0.0,0.2,,,12.16,1.23,,,,,0.17,0.09,,,0.06,,0.11,,1.0,0.0,0.0
653,afghan-1,indica,,,0.175,"A couchlock strain in the truest sense of the word, Afghan #1 is one of the first pure Indica strains, getting its name from its geographic region. This pure classic strain is best known for its dense and soft buds, which have been stored by many strain gene pools and marijuana stockists worldwide. Its strong bushy plant can be grown indoor or outdoor with 40-45 days fruition time; novice growers need to beware of its heavily aromatic stem though. Its sweet earthy aroma is the key to unlock the gardens of euphoria and sedation. This massively relaxing nugget for stress, pain, insomnia, anxiety and migraines takes you on a journey of sleep, creativity, and happiness. Unlike other indica strains, this couchlock strain is a godsend for those who cannot sleep at night. Its pungent smell, sweet taste and strong potency in parallel to all other indica strains attract breeders from all over the world. Serious insomniacs need just a little dose 20-30 minutes before bedtime. The pungent smell knocks you out and couched for long. It is a gold-standard strain for pure indica lovers- the softest quilt for sound sleep.",,,Earthy Sweet Dank Skunky Pungent,Body High Relaxing Body High Relaxing,,afghan-1,,,,,,,,0.64,,,,,3.16,,0.0,,0.3,0.71,,0.53,0.21,,0.0,2.3,,,10.47,0.39,,,,,0.13,0.16,,,0.08,0.27,0.04,,1.0,0.0,0.0
654,og-dutch-treat-5,hybrid,0.5,0.5,0.18,"There are three strains of cannabis used to create OG Dutch Treat #5. They include Haze, Skunk #1, and Northern Lights. This is believed to be one of the fastest acting calming and relaxing forms of marijuana offered. This is a Sativa strain offering THC up to 18%. The buds of OG Dutch Treat #5 are dense and sticky. They smell very good, like a mixture of fresh fruits. There is also a hint of pine and eucalyptus. It is important not to harvest it too soon s that can reduce the yield by half. The high produced by OG Dutch Treat #5 comes on very quickly. It delivers an uplifting, euphoric experience. This cannabis is often used to reduce stress or anxiety. It can be used to treat mild to moderate depression.",,,Pine Sweet Fruity,Euphoria Relaxing Uplifting Euphoria Relaxing Uplifting,,og-dutch-treat-5,,,,,,,,0.0,,,,,0.0,,0.63,,0.0,0.0,,0.58,0.3,,0.0,0.0,,,20.77,1.64,,,,,0.07,0.1,,,0.87,,0.05,,1.0,0.0,0.0
655,kaia-kush,hybrid,0.4,0.6,0.205,"Kaia Kush is a hybrid cannabis strain that leans more towards the Sativa side. It has an Indica/ Sativa ratio of 40/60 percent. It is produced by crossing OG Kush and Super Silver Haze. It is a very strong cannabis strain and has a THC level of 19.8 percent and a CBD level of around 0.36 percent. It has bright green colored fluffy looking buds. It has a strong high that is very long lasting, but its buzz does not affect your system in a negative manner. It can be smoked during both day and night times. It has a nine week long flowering period and produces an excellent yield of around 800g/m2. Its calming high makes you feel creative, euphoric, energized and happy. It has a floral and spicy aroma and its strong taste is a blend of earthy and spicy flavors. Kaia Kush is good for treating anxiety and provides relief from a wide range of chronic pains.","Created by Apothecary Genetics, Kaia Kush is a 60% sativa cross between Super Silver Haze and OG Kush. This earthy, spicy hybrid is perfect for daytime consumption, with creative and relaxing effects that won’t impede your productivity. Kaia Kush’s full onset can be slow, but be patient while dosing: once effects kick in, they tend to stick around for a long time. Pain, appetite loss, depression, and fatigue are flushed away without that feeling of being overly medicated. This first place champion of the 2007 Amsterdam High Times Cannabis Cup is suitable for outdoor grows as well as indoor gardens, with a flowering time of 9 to 10 weeks.",,Citrus Sweet Spicy Herbal Lemon Lime Tangy Lemon Sweet Pungent,"Energizing Euphoria Focus Happy Energizing Euphoria Focus Happy Relaxed,Happy,Euphoric,Tingly,Uplifted",4.7,kaia-kush,,,,,,,,0.0,,,,,0.0,,0.0,,0.46,0.0,,0.27,0.28,,0.0,0.0,,,18.0575,0.9225,,,,0.26,0.07,0.07,,,0.43,0.12,0.02,,4.0,0.0,0.0
656,jack-black,hybrid,0.5,0.5,0.22,"Jack Black is also popularly referred to as Black Jack. The strain is a cross between Jack Herer and Black Domina, it is a hybrid strain with a sensational 22% THC content. The buds are huge and hard, they are dense and tight all the while being fluffy and sticky at the same time. Upon closer inspection, you will come to realize the buds look no different than grape-like calyxes. That being said, it is one of the most popular of all strains amongst the medical marijuana patient community. The taste and aroma is a perfect mixture of fruity flavors which will keep you coming back for more. Moreover, the strain does provide thick smoke, which can be overpowering at times and is quite similar to sour wine at times. Once you have had a hit or two, you will feel a burst of energy almost instantaneously. The high can be extremely strong but you will remain focused. What is even more interesting is the fact that Jack Black is equally effective at relieving symptoms of pains and aches due to its numbing effects. On the other hand, the strain is also used to treat several medical conditions like anxiety, stress and even depression.",,,Earthy Citrus Sweet Lemon Pine,Creative Euphoria Focus Happy Creative Euphoria Focus Happy,,bho-black-jack,,,,,,,,0.0,,,,,0.0,,0.0,,7.49,0.0,,7.56,0.0,,0.0,0.0,,,48.65,22.52,,,,0.15,0.18,0.61,,,1.23,0.92,0.7,,1.0,0.0,0.0
